1,1,822.9996799999999,323.499816,94.00000000000001,39.000023999999996,0.906738,-1,-1,-1
1,15,1018.00064,4.500000000000007,40.0,75.00023999999999,0.57666,-1,-1,-1
1,14,1233.5005440000002,417.500352,30.99993599999993,58.999968000000024,0.478271,-1,-1,-1
1,13,569.00032,427.9999680000001,82.0,40.000031999999976,0.456787,-1,-1,-1
1,12,150.00063999999998,475.499736,80.0,39.00002400000005,0.675781,-1,-1,-1
1,10,1097.00032,115.00055999999998,66.0,85.99968,0.863281,-1,-1,-1
1,9,960.00064,62.50010399999999,38.0,68.999976,0.714844,-1,-1,-1
1,11,918.500096,418.00010399999996,75.00006400000007,41.999976000000004,0.604004,-1,-1,-1
1,7,1158.0,34.50024000000002,42.0,86.99975999999998,0.84082,-1,-1,-1
1,6,1057.99936,65.49984,48.0,81.00000000000001,0.844727,-1,-1,-1
1,5,424.500224,-31.000032000000004,32.99993599999999,66.000024,0.847168,-1,-1,-1
1,4,797.0003199999999,45.0,50.0,92.00016,0.873535,-1,-1,-1
1,3,971.0003200000001,193.49985599999997,88.00000000000011,42.99998400000001,0.894043,-1,-1,-1
1,2,421.00032,31.500000000000007,38.0,76.99968,0.895508,-1,-1,-1
1,8,310.99968,6.500159999999994,38.0,81.0,0.797363,-1,-1,-1
2,9,955.6421891720445,63.367942016528914,38.039215705497895,68.999976,0.668945,-1,-1,-1
2,15,1013.8871481903888,3.1979305785123984,39.547631553106534,74.13240198347107,0.449707,-1,-1,-1
2,14,1226.2931185786313,426.6115265454545,26.323544528688416,49.45456204958678,0.716309,-1,-1,-1
2,13,555.9835133884297,428.8678060165289,82.0,40.000031999999976,0.327148,-1,-1,-1
2,12,134.38284797662155,473.3307032727272,85.20108222857517,41.60328813223141,0.680176,-1,-1,-1
2,8,306.86007430858245,9.53728066115702,37.60208080432265,80.13216198347108,0.731445,-1,-1,-1
2,10,1093.8345678545554,117.16921785123968,65.38880015865777,85.1324667768595,0.860352,-1,-1,-1
2,6,1054.0454176659123,62.89632595041324,48.966291279745164,82.73567603305784,0.873535,-1,-1,-1
2,5,421.0092072890427,-32.735583074380166,33.03915421530302,66.000024,0.854004,-1,-1,-1
2,4,794.4311000961195,49.33919008264462,48.19573567552955,88.52880793388428,0.912598,-1,-1,-1
2,3,966.6221987650822,195.66970095867774,86.3430193293401,42.13220846280992,0.883301,-1,-1,-1
2,2,418.18742429562786,30.198555371900824,38.41862446659561,77.86751801652892,0.897461,-1,-1,-1
2,1,814.3517939615894,323.499816,93.94117769665576,39.000023999999996,0.912598,-1,-1,-1
2,7,1153.2320885127526,33.632401983471084,42.85813702408143,88.73543603305785,0.867188,-1,-1,-1
3,16,353.37717134565844,609.8998896,40.44514530868306,71.7999984,0.677246,-1,-1,-1
3,15,1010.0728630960738,2.975342702633199,39.426020997969935,73.98404566888556,0.727051,-1,-1,-1
3,14,1215.9871206894682,430.63407846519243,25.383083502437856,46.19488123984794,0.713379,-1,-1,-1
3,13,545.1786857718695,428.23682830345297,82.0,40.000031999999976,0.311768,-1,-1,-1
3,12,123.3833843319204,475.98776843322764,79.94830748743865,39.021393372234385,0.671875,-1,-1,-1
3,10,1090.4169482753316,117.93179164905652,64.77387764044317,84.2012407714306,0.874512,-1,-1,-1
3,9,947.9560996726619,59.22913359833755,39.451230081076,71.3386607687096,0.681152,-1,-1,-1
3,7,1149.4583298621778,32.323890160693004,42.729647668809044,88.26057326938555,0.875,-1,-1,-1
3,6,1050.5354578755723,62.835441499776856,48.61256099301865,82.26136286811119,0.880859,-1,-1,-1
3,5,415.882650539495,-34.2020998732671,34.30837338757609,68.33865264072419,0.880859,-1,-1,-1
3,4,790.7739180035662,50.86988478630798,47.991679768968574,87.93797910930377,0.895996,-1,-1,-1
3,3,961.8034331101646,197.61250985198976,83.19551030153963,40.41166867489761,0.89502,-1,-1,-1
3,2,415.39801417124147,30.751168417598628,38.44941826883338,78.01643225468696,0.913086,-1,-1,-1
3,1,805.0978368173743,323.499816,93.88535624256068,39.000023999999996,0.929199,-1,-1,-1
3,8,302.0114574268339,7.315811109485303,37.98569982167704,80.76693285515839,0.789062,-1,-1,-1
4,8,297.15094673477176,5.8135425565814245,38.874401295056906,82.50166555668929,0.822754,-1,-1,-1
4,16,350.2281413264458,609.9765398504733,39.677605189346835,70.41760654321139,0.39209,-1,-1,-1
4,15,1005.524001519312,-3.1940088649319804,41.68776236899812,78.54667376992795,0.516113,-1,-1,-1
4,14,1201.1471584112564,433.12034194425706,25.67991176672107,43.90157956600433,0.818359,-1,-1,-1
4,9,944.4705618501622,60.15932351129101,39.15350279234447,70.57655364950989,0.717285,-1,-1,-1
4,7,1144.3056804322455,31.539577285980684,43.11692909159037,88.83648644671473,0.835938,-1,-1,-1
4,10,1086.1266246758762,119.66525510142102,63.49102717420003,82.39135987293764,0.830078,-1,-1,-1
4,5,411.4521283325549,-34.26339468210067,34.447412014377,68.32722828962356,0.827637,-1,-1,-1
4,4,786.5825657861884,51.25548474359132,48.07475865175501,87.81904151773473,0.875977,-1,-1,-1
4,6,1045.0264635014878,60.96066400136117,49.771712501779426,84.36266986130408,0.875977,-1,-1,-1
4,3,958.8486865951576,195.02833946518786,85.4343177109054,41.47169135688375,0.883301,-1,-1,-1
4,2,410.5632136154532,29.809461449992824,38.84226495527546,78.80856107830883,0.869629,-1,-1,-1
4,1,793.1836542862302,323.499816,93.88963357992452,39.000023999999996,0.906738,-1,-1,-1
5,16,342.7902245204553,607.6484082897911,41.19261667167336,73.09110017045539,0.221313,-1,-1,-1
5,15,999.659753039373,-3.3632148014201775,42.799215824398885,80.72480055581205,0.461182,-1,-1,-1
5,14,1188.4869071056876,432.462633178711,28.06230207090852,44.205692589266135,0.800293,-1,-1,-1
5,10,1081.5832840626006,119.04740131080518,63.74643337415149,82.60379057032704,0.882812,-1,-1,-1
5,9,942.331126485799,61.691687924129525,38.55149345271114,69.51427199816993,0.636719,-1,-1,-1
5,8,293.45605887915366,8.271946153698991,37.84156151847422,80.13702101373475,0.817383,-1,-1,-1
5,7,1140.3601256460877,30.95737511559419,43.665843627780795,89.75226427478998,0.807617,-1,-1,-1
5,6,1041.4136012570937,61.469998437940056,49.66745086736653,84.30566684880982,0.86084,-1,-1,-1
5,5,407.58683329750755,-32.76054758141871,33.70651455490574,66.79182171890456,0.791016,-1,-1,-1
